step, time, x, y, vx, vy, ax, ay
13552, 13552, 4135393.108737439, -35695963.18527841, -1811.8774795744177, -683.9906433320706, -0.035522207700730675,0.3066212534102286
13553, 13553, 4133581.1957356567, -35696646.869300485, -1811.9130017821185, -683.6840220786604, -0.035505248560354065,0.306615077786112
13554, 13554, 4131769.247228626, -35697330.246707484, -1811.948507030679, -683.3774070008743, -0.035488291034721904,0.30660890508526445
13555, 13555, 4129957.2632333045, -35698013.31750558, -1811.9839953217136, -683.0707980957891, -0.03547133512298407,0.30660273530739846
13556, 13556, 4128145.2437666478, -35698696.08170094, -1812.0194666568366, -682.7641953604817, -0.03545438082429073,0.306596568452228
13557, 13557, 4126333.1888456102, -35699378.539299734, -1812.054921037661, -682.4575987920294, -0.035437428137792194,0.30659040451946634
13558, 13558, 4124521.0984871443, -35700060.690308124, -1812.0903584657988, -682.1510083875099, -0.03542047706263895,0.306584243508827
13559, 13559, 4122708.9727082015, -35700742.53473227, -1812.1257789428614, -681.8444241440011, -0.03540352759798172,0.3065780854200238
13560, 13560, 4120896.811525731, -35701424.072578326, -1812.1611824704594, -681.5378460585811, -0.03538657974297137,0.3065719302527705
13561, 13561, 4119084.6149566807, -35702105.303852454, -1812.1965690502022, -681.2312741283283, -0.035369633496759055,0.3065657780067815
13562, 13562, 4117272.383017997, -35702786.228560805, -1812.231938683699, -680.9247083503216, -0.03535268885849601,0.3065596286817707
13563, 13563, 4115460.115726624, -35703466.84670953, -1812.2672913725573, -680.6181487216398, -0.03533574582733373,0.3065534822774525
13564, 13564, 4113647.813099506, -35704147.158304766, -1812.3026271183846, -680.3115952393624, -0.0353188044024239,0.30654733879354146
13565, 13565, 4111835.475153583, -35704827.16335267, -1812.337945922787, -680.0050479005689, -0.03530186458291835,0.3065411982297519
13566, 13566, 4110023.1019057957, -35705506.861859374, -1812.3732477873698, -679.6985067023392, -0.035284926367969205,0.30653506058579916
13567, 13567, 4108210.693373082, -35706186.253831014, -1812.4085327137377, -679.3919716417533, -0.03526798975672871,0.3065289258613979
13568, 13568, 4106398.2495723786, -35706865.33927373, -1812.4438007034944, -679.085442715892, -0.035251054748349275,0.30652279405626304
13569, 13569, 4104585.7705206205, -35707544.11819365, -1812.4790517582428, -678.7789199218357, -0.03523412134198359,0.30651666517011006
13570, 13570, 4102773.256234741, -35708222.59059691, -1812.5142858795848, -678.4724032566656, -0.03521718953678443,0.306510539202654
13571, 13571, 4100960.706731672, -35708900.75648963, -1812.5495030691216, -678.165892717463, -0.0352002593319049,0.30650441615361074
13572, 13572, 4099148.1220283434, -35709578.61587793, -1812.5847033284535, -677.8593883013093, -0.03518333072649821,0.3064982960226959
13573, 13573, 4097335.5021416843, -35710256.16876793, -1812.61988665918, -677.5528900052866, -0.03516640371971773,0.3064921788096249
13574, 13574, 4095522.8470886215, -35710933.41516575, -1812.6550530629, -677.2463978264769, -0.03514947831071713,0.3064860645141143
13575, 13575, 4093710.1568860803, -35711610.35507751, -1812.6902025412107, -676.9399117619628, -0.03513255449865017,0.3064799531358797
13576, 13576, 4091897.4315509847, -35712286.98850932, -1812.7253350957094, -676.6334318088269, -0.035115632282670874,0.30647384467463756
13577, 13577, 4090084.671100257, -35712963.31546728, -1812.760450727992, -676.3269579641523, -0.0350987116619334,0.30646773913010417
13578, 13578, 4088271.875550817, -35713639.335957505, -1812.795549439654, -676.0204902250222, -0.03508179263559216,0.30646163650199615
13579, 13579, 4086459.044919585, -35714315.049986094, -1812.8306312322895, -675.7140285885201, -0.035064875202801715,0.3064555367900302
13580, 13580, 4084646.1792234774, -35714990.457559146, -1812.8656961074923, -675.4075730517301, -0.035047959362716825,0.30644943999392305
13581, 13581, 4082833.2784794103, -35715665.558682755, -1812.9007440668552, -675.1011236117362, -0.03503104511449244,0.30644334611339163
13582, 13582, 4081020.3427042984, -35716340.35336302, -1812.9357751119696, -674.7946802656228, -0.03501413245728375,0.3064372551481534
13583, 13583, 4079207.371915054, -35717014.841606036, -1812.970789244427, -674.4882430104747, -0.03499722139024606,0.30643116709792534
13584, 13584, 4077394.366128588, -35717689.02341788, -1813.0057864658172, -674.1818118433767, -0.03498031191253488,0.3064250819624246
13585, 13585, 4075581.32536181, -35718362.89880464, -1813.0407667777297, -673.8753867614143, -0.034963404023306,0.30641899974136927
13586, 13586, 4073768.2496316284, -35719036.4677724, -1813.075730181753, -673.568967761673, -0.03494649772171535,0.3064129204344772
13587, 13587, 4071955.138954949, -35719709.73032724, -1813.1106766794746, -673.2625548412385, -0.03492959300691896,0.3064068440414656
13588, 13588, 4070141.9933486767, -35720382.68647524, -1813.1456062724815, -672.956147997197, -0.03491268987807317,0.30640077056205284
13589, 13589, 4068328.8128297143, -35721055.33622247, -1813.1805189623597, -672.649747226635, -0.034895788334334446,0.30639469999595675
13590, 13590, 4066515.5974149634, -35721727.679574996, -1813.215414750694, -672.343352526639, -0.03487888837485951,0.30638863234289604
13591, 13591, 4064702.3471213244, -35722399.71653889, -1813.2502936390688, -672.0369638942962, -0.03486198999880524,0.3063825676025892
13592, 13592, 4062889.061965695, -35723071.44712022, -1813.2851556290675, -671.7305813266936, -0.03484509320532864,0.3063765057747541
13593, 13593, 4061075.741964973, -35723742.87132504, -1813.3200007222729, -671.4242048209188, -0.03482819799358705,0.30637044685911047
13594, 13594, 4059262.387136053, -35724413.98915941, -1813.3548289202665, -671.1178343740597, -0.034811304362737834,0.3063643908553763
13595, 13595, 4057448.997495828, -35725084.80062939, -1813.3896402246294, -670.8114699832043, -0.03479441231193867,0.30635833776327104
13596, 13596, 4055635.5730611915, -35725755.305741034, -1813.4244346369412, -670.505111645441, -0.0347775218403474,0.306352287582514
13597, 13597, 4053822.1138490327, -35726425.50450039, -1813.4592121587816, -670.1987593578585, -0.03476063294712201,0.30634624031282415
13598, 13598, 4052008.619876241, -35727095.396913506, -1813.4939727917288, -669.8924131175457, -0.034743745631420735,0.3063401959539212
13599, 13599, 4050195.0911597037, -35727764.98298643, -1813.5287165373602, -669.5860729215918, -0.03472685989240192,0.30633415450552437
13600, 13600, 4048381.5277163065, -35728434.2627252, -1813.5634433972525, -669.2797387670863, -0.0347099757292242,0.3063281159673539
13601, 13601, 4046567.9295629337, -35729103.23613585, -1813.5981533729816, -668.9734106511189, -0.03469309314104634,0.30632208033912933
13602, 13602, 4044754.2967164675, -35729771.903224416, -1813.6328464661226, -668.6670885707798, -0.03467621212702732,0.3063160476205709
13603, 13603, 4042940.6291937893, -35730440.26399694, -1813.6675226782497, -668.3607725231592, -0.03465933268632627,0.3063100178113987
13604, 13604, 4041126.9270117786, -35731108.318459444, -1813.702182010936, -668.0544625053478, -0.03464245481810251,0.3063039909113328
13605, 13605, 4039313.1901873127, -35731776.06661796, -1813.7368244657541, -667.7481585144365, -0.03462557852151566,0.3062979669200943
13606, 13606, 4037499.4187372685, -35732443.50847851, -1813.7714500442758, -667.4418605475164, -0.03460870379572538,0.3062919458374033
13607, 13607, 4035685.6126785204, -35733110.64404711, -1813.8060587480716, -667.135568601679, -0.034591830639891595,0.30628592766298074
13608, 13608, 4033871.772027942, -35733777.47332978, -1813.8406505787113, -666.829282674016, -0.03457495905317446,0.30627991239654784
13609, 13609, 4032057.896802404, -35734443.99633254, -1813.8752255377644, -666.5230027616194, -0.034558089034734195,0.3062739000378251
13610, 13610, 4030243.987018777, -35735110.2130614, -1813.9097836267993, -666.2167288615816, -0.03454122058373129,0.30626789058653386
13611, 13611, 4028430.0426939297, -35735776.12352237, -1813.944324847383, -665.910460970995, -0.03452435369932646,0.3062618840423958
13612, 13612, 4026616.0638447287, -35736441.72772146, -1813.9788492010823, -665.6041990869526, -0.03450748838068051,0.30625588040513196
13613, 13613, 4024802.0504880394, -35737107.025664665, -1814.013356689463, -665.2979432065474, -0.03449062462695453,0.3062498796744643
13614, 13614, 4022988.002640725, -35737772.01735799, -1814.04784731409, -664.9916933268729, -0.034473762437309735,0.30624388185011464
13615, 13615, 4021173.9203196485, -35738436.702807434, -1814.0823210765273, -664.6854494450228, -0.03445690181090754,0.3062378869318046
13616, 13616, 4019359.80354167, -35739101.082018994, -1814.1167779783382, -664.3792115580909, -0.03444004274690955,0.30623189491925634
13617, 13617, 4017545.652323649, -35739765.15499866, -1814.151218021085, -664.0729796631716, -0.03442318524447759,0.3062259058121923
13618, 13618, 4015731.4666824425, -35740428.921752416, -1814.1856412063296, -663.7667537573594, -0.034406329302773674,0.3062199196103349
13619, 13619, 4013917.2466349066, -35741092.38228625, -1814.2200475356324, -663.460533837749, -0.0343894749209599,0.3062139363134062
13620, 13620, 4012102.992197896, -35741755.536606155, -1814.2544370105534, -663.1543199014357, -0.034372622098198684,0.3062079559211292
13621, 13621, 4010288.703388263, -35742418.3847181, -1814.2888096326515, -662.8481119455146, -0.03435577083365257,0.30620197843322666
13622, 13622, 4008474.3802228593, -35743080.92662807, -1814.323165403485, -662.5419099670813, -0.03433892112648426,0.3061960038494213
13623, 13623, 4006660.022718535, -35743743.162342034, -1814.3575043246115, -662.2357139632319, -0.0343220729758567,0.30619003216943624
13624, 13624, 4004845.630892137, -35744405.091865964, -1814.3918263975872, -661.9295239310625, -0.03430522638093306,0.30618406339299525
13625, 13625, 4003031.2047605133, -35745066.71520583, -1814.426131623968, -661.6233398676695, -0.03428838134087655,0.306178097519821
13626, 13626, 4001216.744340508, -35745728.0323676, -1814.460420005309, -661.3171617701497, -0.034271537854850716,0.30617213454963754
13627, 13627, 3999402.2496489645, -35746389.04335724, -1814.494691543164, -661.0109896356, -0.034254695922019206,0.30616617448216826
13628, 13628, 3997587.7207027255, -35747049.7481807, -1814.528946239086, -660.7048234611178, -0.03423785554154587,0.30616021731713694
13629, 13629, 3995773.157518631, -35747710.14684395, -1814.5631840946276, -660.3986632438007, -0.03422101671259479,0.30615426305426774
13630, 13630, 3993958.5601135194, -35748370.23935293, -1814.59740511134, -660.0925089807464, -0.03420417943433018,0.3061483116932847
13631, 13631, 3992143.9285042286, -35749030.02571359, -1814.6316092907743, -659.7863606690531, -0.034187343705916466,0.3061423632339121
13632, 13632, 3990329.2627075943, -35749689.5059319, -1814.6657966344803, -659.4802183058192, -0.03417050952651823,0.306136417675874
13633, 13633, 3988514.5627404503, -35750348.68001379, -1814.699967144007, -659.1740818881433, -0.034153676895300245,0.30613047501889507
13634, 13634, 3986699.828619629, -35751007.547965206, -1814.7341208209023, -658.8679514131244, -0.034136845811427556,0.30612453526270034
13635, 13635, 3984885.0603619623, -35751666.10979208, -1814.7682576667137, -658.5618268778617, -0.034120016274065315,0.3061185984070145
13636, 13636, 3983070.257984279, -35752324.36550036, -1814.8023776829878, -658.2557082794547, -0.03410318828237882,0.30611266445156216
13637, 13637, 3981255.421503408, -35752982.315095976, -1814.8364808712702, -657.9495956150031, -0.03408636183553367,0.3061067333960689
13638, 13638, 3979440.5509361746, -35753639.95858486, -1814.8705672331057, -657.643488881607, -0.034069536932695536,0.30610080524025973
13639, 13639, 3977625.6462994046, -35754297.295972936, -1814.9046367700385, -657.3373880763668, -0.03405271357303035,0.30609487998386004
13640, 13640, 3975810.7076099208, -35754954.327266134, -1814.9386894836114, -657.0312931963829, -0.03403589175570418,0.3060889576265953
13641, 13641, 3973995.734884545, -35755611.05247037, -1814.972725375367, -656.7252042387563, -0.03401907147988336,0.30608303816819166
13642, 13642, 3972180.7281400985, -35756267.47159157, -1815.0067444468468, -656.4191212005882, -0.03400225274473431,0.3060771216083745
13643, 13643, 3970365.687393399, -35756923.584635645, -1815.0407466995916, -656.1130440789798, -0.033985435549423675,0.3060712079468699
13644, 13644, 3968550.612661264, -35757579.391608514, -1815.074732135141, -655.8069728710329, -0.03396861989311829,0.306065297183404
13645, 13645, 3966735.503960509, -35758234.89251609, -1815.108700755034, -655.5009075738495, -0.03395180577498519,0.30605938931770316
13646, 13646, 3964920.361307948, -35758890.08736428, -1815.142652560809, -655.1948481845318, -0.033934993194191555,0.3060534843494936
13647, 13647, 3963105.1847203937, -35759544.97615898, -1815.1765875540032, -654.8887947001823, -0.03391818214990476,0.3060475822785018
13648, 13648, 3961289.9742146577, -35760199.55890609, -1815.210505736153, -654.5827471179038, -0.033901372641292456,0.3060416831044552
13649, 13649, 3959474.7298075487, -35760853.83561153, -1815.2444071087943, -654.2767054347993, -0.03388456466752232,0.3060357868270799
13650, 13650, 3957659.4515158753, -35761507.80628118, -1815.2782916734618, -653.9706696479722, -0.0338677582277623,0.3060298934461028
13651, 13651, 3955844.1393564437, -35762161.470920935, -1815.3121594316897, -653.6646397545261, -0.033850953321180544,0.30602400296125154
13652, 13652, 3954028.7933460586, -35762814.829536684, -1815.346010385011, -653.3586157515648, -0.033834149946945356,0.3060181153722532
13653, 13653, 3952213.4135015234, -35763467.88213432, -1815.3798445349578, -653.0525976361926, -0.03381734810422524,0.30601223067883526
13654, 13654, 3950397.99983964, -35764120.628719725, -1815.413661883062, -652.7465854055138, -0.03380054779218884,0.3060063488807252
13655, 13655, 3948582.5523772095, -35764773.06929878, -1815.4474624308543, -652.440579056633, -0.03378374901000503,0.3060004699776506
13656, 13656, 3946767.0711310296, -35765425.20387737, -1815.4812461798642, -652.1345785866554, -0.033766951756842856,0.3059945939693395
13657, 13657, 3944951.556117898, -35766077.03246136, -1815.5150131316211, -651.828583992686, -0.033750156031871564,0.30598872085552004
13658, 13658, 3943136.00735461, -35766728.55505663, -1815.548763287653, -651.5225952718305, -0.033733361834260546,0.3059828506359201
13659, 13659, 3941320.4248579605, -35767379.77166905, -1815.5824966494872, -651.2166124211946, -0.03371656916317937,0.3059769833102679
13660, 13660, 3939504.808644742, -35768030.682304494, -1815.6162132186505, -650.9106354378843, -0.03369977801779784,0.3059711188782921
13661, 13661, 3937689.158731745, -35768681.28696881, -1815.6499129966683, -650.6046643190059, -0.03368298839728594,0.30596525733972135
13662, 13662, 3935873.47513576, -35769331.58566787, -1815.6835959850655, -650.2986990616662, -0.033666200300813784,0.3059593986942841
13663, 13663, 3934057.7578735747, -35769981.57840753, -1815.7172621853663, -649.9927396629719, -0.033649413727551696,0.3059535429417094
13664, 13664, 3932242.0069619757, -35770631.265193656, -1815.7509115990938, -649.6867861200302, -0.0336326286766702,0.30594769008172623
13665, 13665, 3930426.222417748, -35771280.64603209, -1815.7845442277705, -649.3808384299484, -0.033615845147339944,0.30594184011406345
13666, 13666, 3928610.404257675, -35771929.72092868, -1815.8181600729179, -649.0748965898343, -0.03359906313873185,0.3059359930384507
13667, 13667, 3926794.552498539, -35772578.48988927, -1815.8517591360567, -648.7689605967959, -0.033582282650017,0.3059301488546176
13668, 13668, 3924978.66715712, -35773226.95291972, -1815.8853414187067, -648.4630304479413, -0.03356550368036653,0.30592430756229316
13669, 13669, 3923162.7482501976, -35773875.11002586, -1815.9189069223871, -648.1571061403789, -0.03354872622895194,0.3059184691612074
13670, 13670, 3921346.795794549, -35774522.96121353, -1815.952455648616, -647.8511876712178, -0.03353195029494483,0.3059126336510903
13671, 13671, 3919530.80980695, -35775170.50648857, -1815.985987598911, -647.5452750375666, -0.03351517587751694,0.3059068010316716
13672, 13672, 3917714.790304175, -35775817.74585681, -1816.0195027747884, -647.2393682365349, -0.0334984029758403,0.3059009713026819
13673, 13673, 3915898.737302997, -35776464.679324076, -1816.0530011777641, -646.9334672652323, -0.03348163158908697,0.3058951444638508
13674, 13674, 3914082.6508201878, -35777111.306896195, -1816.0864828093531, -646.6275721207684, -0.03346486171642936,0.30588932051490936
13675, 13675, 3912266.530872517, -35777757.628579, -1816.1199476710697, -646.3216828002535, -0.03344809335703993,0.30588349945558785
13676, 13676, 3910450.3774767523, -35778403.6443783, -1816.1533957644267, -646.0157993007979, -0.03343132651009144,0.3058776812856174
13677, 13677, 3908634.1906496612, -35779049.35429992, -1816.1868270909367, -645.7099216195122, -0.033414561174756684,0.3058718660047284
13678, 13678, 3906817.970408009, -35779694.75834967, -1816.2202416521116, -645.4040497535075, -0.03339779735020875,0.30586605361265207
13679, 13679, 3905001.7167685595, -35780339.85653337, -1816.2536394494618, -645.0981836998948, -0.03338103503562087,0.3058602441091195
13680, 13680, 3903185.429748075, -35780984.648856826, -1816.2870204844974, -644.7923234557857, -0.03336427423016647,0.30585443749386204
13681, 13681, 3901369.1093633166, -35781629.13532584, -1816.3203847587276, -644.4864690182918, -0.03334751493301916,0.30584863376661137
13682, 13682, 3899552.755631043, -35782273.31594623, -1816.3537322736606, -644.1806203845252, -0.033330757143352666,0.30584283292709863
13683, 13683, 3897736.3685680125, -35782917.19072378, -1816.387063030804, -643.8747775515982, -0.03331400086034101,0.30583703497505604
13684, 13684, 3895919.948190981, -35783560.7596643, -1816.4203770316644, -643.5689405166231, -0.033297246083158274,0.30583123991021494
13685, 13685, 3894103.4945167033, -35784204.02277357, -1816.4536742777475, -643.263109276713, -0.03328049281097883,0.30582544773230785
13686, 13686, 3892287.007561933, -35784846.9800574, -1816.4869547705584, -642.9572838289806, -0.033263741042977094,0.30581965844106634
13687, 13687, 3890470.487343421, -35785489.631521575, -1816.5202185116013, -642.6514641705396, -0.03324699077832785,0.3058138720362234
13688, 13688, 3888653.933877919, -35786131.977171876, -1816.5534655023796, -642.3456502985034, -0.0332302420162059,0.30580808851751107
13689, 13689, 3886837.3471821747, -35786774.017014086, -1816.586695744396, -642.0398422099859, -0.0332134947557863,0.30580230788466206
13690, 13690, 3885020.7272729357, -35787415.75105399, -1816.6199092391516, -641.7340399021012, -0.03319674899624425,0.3057965301374091
13691, 13691, 3883204.0741669475, -35788057.17929736, -1816.653105988148, -641.4282433719638, -0.03318000473675518,0.30579075527548505
13692, 13692, 3881387.3878809544, -35788698.301749974, -1816.6862859928847, -641.1224526166884, -0.033163261976494655,0.305784983298623
13693, 13693, 3879570.6684316997, -35789339.118417606, -1816.7194492548613, -640.8166676333898, -0.03314652071463844,0.3057792142065562
13694, 13694, 3877753.915835924, -35789979.629306026, -1816.7525957755759, -640.5108884191832, -0.033129780950362446,0.30577344799901757
13695, 13695, 3875937.1301103677, -35790619.834420994, -1816.7857255565261, -640.2051149711841, -0.0331130426828428,0.3057676846757408
13696, 13696, 3874120.3112717685, -35791259.73376828, -1816.818838599209, -639.8993472865084, -0.03309630591125581,0.3057619242364595
13697, 13697, 3872303.4593368634, -35791899.32735364, -1816.85193490512, -639.5935853622719, -0.03307957063477794,0.30575616668090727
13698, 13698, 3870486.5743223876, -35792538.61518284, -1816.8850144757548, -639.287829195591, -0.03306283685258587,0.30575041200881836
13699, 13699, 3868669.656245075, -35793177.59726162, -1816.9180773126075, -638.9820787835822, -0.03304610456385639,0.3057446602199263
13700, 13700, 3866852.705121658, -35793816.27359574, -1816.9511234171714, -638.6763341233623, -0.033029373767766566,0.3057389113139658
13701, 13701, 3865035.7209688667, -35794454.64419095, -1816.984152790939, -638.3705952120483, -0.03301264446349353,0.3057331652906706
13702, 13702, 3863218.7038034312, -35795092.709053, -1817.0171654354026, -638.0648620467576, -0.03299591665021467,0.3057274221497754
13703, 13703, 3861401.6536420793, -35795730.46818763, -1817.0501613520528, -637.7591346246079, -0.03297919032710756,0.305721681891015
13704, 13704, 3859584.570501537, -35796367.92160057, -1817.0831405423799, -637.4534129427169, -0.0329624654933499,0.30571594451412376
13705, 13705, 3857767.454398529, -35797005.069297574, -1817.116103007873, -637.1476969982028, -0.03294574214811959,0.30571021001883686
13706, 13706, 3855950.3053497793, -35797641.911284365, -1817.1490487500212, -636.841986788184, -0.03292902029059473,0.3057044784048892
13707, 13707, 3854133.123372009, -35798278.44756667, -1817.1819777703117, -636.5362823097792, -0.03291229991995358,0.3056987496720159
13708, 13708, 3852315.9084819388, -35798914.67815024, -1817.2148900702316, -636.2305835601071, -0.03289558103537454,0.30569302381995217
13709, 13709, 3850498.6606962876, -35799550.60304077, -1817.247785651267, -635.9248905362872, -0.03287886363603628,0.3056873008484339
13710, 13710, 3848681.380031773, -35800186.222244, -1817.280664514903, -635.6192032354387, -0.03286214772111757,0.30568158075719637
13711, 13711, 3846864.0665051104, -35800821.535765655, -1817.313526662624, -635.3135216546815, -0.032845433289797374,0.3056758635459753
13712, 13712, 3845046.7201330145, -35801456.543611445, -1817.346372095914, -635.0078457911355, -0.03282872034125481,0.3056701492145064
13713, 13713, 3843229.3409321983, -35802091.245787084, -1817.3792008162552, -634.702175641921, -0.03281200887466924,0.305664437762526
13714, 13714, 3841411.928919373, -35802725.64229829, -1817.41201282513, -634.3965112041585, -0.03279529888922019,0.3056587291897704
13715, 13715, 3839594.484111249, -35803359.733150765, -1817.4448081240191, -634.0908524749688, -0.03277859038408727,0.30565302349597545
13716, 13716, 3837777.0065245344, -35803993.518350214, -1817.4775867144033, -633.7851994514727, -0.032761883358450386,0.30564732068087774
13717, 13717, 3835959.496175937, -35804626.99790234, -1817.5103485977618, -633.4795521307918, -0.03274517781148957,0.3056416207442141
13718, 13718, 3834141.9530821615, -35805260.171812855, -1817.5430937755732, -633.1739105100476, -0.032728473742384974,0.3056359236857207
13719, 13719, 3832324.377259912, -35805893.04008744, -1817.5758222493155, -632.8682745863618, -0.03271177115031707,0.30563022950513513
13720, 13720, 3830506.7687258916, -35806525.602731794, -1817.6085340204659, -632.5626443568567, -0.032695070034466374,0.3056245382021941
13721, 13721, 3828689.1274968013, -35807157.85975161, -1817.6412290905002, -632.2570198186545, -0.03267837039401363,0.3056188497766347
13722, 13722, 3826871.45358934, -35807789.81115258, -1817.6739074608943, -631.9514009688779, -0.03266167222813975,0.30561316422819435
13723, 13723, 3825053.747020207, -35808421.45694038, -1817.7065691331225, -631.6457878046497, -0.032644975536025814,0.3056074815566102
13724, 13724, 3823236.007806098, -35809052.797120705, -1817.7392141086584, -631.340180323093, -0.032628280316853116,0.3056018017616202
13725, 13725, 3821418.235963709, -35809683.83169923, -1817.7718423889753, -631.0345785213314, -0.03261158656980307,0.30559612484296184
13726, 13726, 3819600.4315097337, -35810314.560681626, -1817.8044539755451, -630.7289823964884, -0.032594894294057326,0.3055904508003732
13727, 13727, 3817782.5944608636, -35810944.98407357, -1817.8370488698392, -630.423391945688, -0.032578203488797655,0.30558477963359215
13728, 13728, 3815964.72483379, -35811575.10188074, -1817.869627073328, -630.1178071660544, -0.032561514153206045,0.3055791113423568
13729, 13729, 3814146.8226452027, -35812204.91410879, -1817.9021885874813, -629.812228054712, -0.032544826286464615,0.30557344592640545
13730, 13730, 3812328.887911789, -35812834.420763396, -1817.9347334137678, -629.5066546087857, -0.03252813988775573,0.3055677833854768
13731, 13731, 3810510.9206502354, -35813463.62185022, -1817.9672615536556, -629.2010868254001, -0.03251145495626183,0.30556212371930896
13732, 13732, 3808692.9208772266, -35814092.517374925, -1817.9997730086118, -628.8955247016809, -0.03249477149116564,0.30555646692764116
13733, 13733, 3806874.8886094466, -35814721.10734316, -1818.032267780103, -628.5899682347532, -0.032478089491649965,0.30555081301021186
13734, 13734, 3805056.823863577, -35815349.39176058, -1818.0647458695946, -628.284417421743, -0.032461408956897864,0.30554516196676035
13735, 13735, 3803238.7266562986, -35815977.37063284, -1818.0972072785514, -627.9788722597763, -0.03244472988609251,0.30553951379702565
13736, 13736, 3801420.59700429, -35816605.043965586, -1818.1296520084375, -627.6733327459792, -0.03242805227841728,0.30553386850074704
13737, 13737, 3799602.4349242295, -35817232.411764465, -1818.1620800607159, -627.3677988774784, -0.03241137613305571,0.3055282260776639
13738, 13738, 3797784.240432793, -35817859.474035114, -1818.194491436849, -627.0622706514008, -0.03239470144919156,0.3055225865275161
13739, 13739, 3795966.0135466545, -35818486.23078318, -1818.2268861382981, -626.7567480648732, -0.032378028226008666,0.3055169498500429
13740, 13740, 3794147.754282488, -35819112.682014294, -1818.2592641665242, -626.4512311150232, -0.03236135646269114,0.30551131604498455
13741, 13741, 3792329.462656965, -35819738.82773409, -1818.2916255229868, -626.1457197989782, -0.03234468615842322,0.3055056851120809
13742, 13742, 3790511.1386867557, -35820364.6679482, -1818.3239702091453, -625.8402141138662, -0.032328017312389316,0.3055000570510721
13743, 13743, 3788692.7823885293, -35820990.20266226, -1818.3562982264577, -625.5347140568151, -0.03231134992377399,0.30549443186169817
13744, 13744, 3786874.393778953, -35821615.43188188, -1818.3886095763814, -625.2292196249534, -0.03229468399176206,0.30548880954369995
13745, 13745, 3785055.972874692, -35822240.355612695, -1818.4209042603732, -624.9237308154097, -0.03227801951553846,0.30548319009681796
13746, 13746, 3783237.519692412, -35822864.97386032, -1818.4531822798888, -624.618247625313, -0.03226135649428825,0.3054775735207926
13747, 13747, 3781419.034248776, -35823489.28663038, -1818.485443636383, -624.3127700517922, -0.032244694927196754,0.30547195981536485
13748, 13748, 3779600.5165604446, -35824113.29392847, -1818.5176883313102, -624.0072980919768, -0.03222803481344944,0.30546634898027586
13749, 13749, 3777781.9666440785, -35824736.99576021, -1818.5499163661236, -623.7018317429965, -0.03221137615223192,0.30546074101526655
13750, 13750, 3775963.384516336, -35825360.39213121, -1818.5821277422758, -623.3963710019813, -0.03219471894273003,0.3054551359200784
13751, 13751, 3774144.770193875, -35825983.483047076, -1818.6143224612185, -623.0909158660612, -0.032178063184129725,0.30544953369445277
13752, 13752, 3772326.1236933502, -35826606.26851341, -1818.6465005244027, -622.7854663323668, -0.032161408875617144,0.30544393433813105
13753, 13753, 3770507.445031417, -35827228.74853581, -1818.6786619332784, -622.4800223980287, -0.03214475601637864,0.30543833785085506
13754, 13754, 3768688.734224728, -35827850.92311987, -1818.7108066892947, -622.1745840601778, -0.0321281046056007,0.3054327442323666
13755, 13755, 3766869.991289934, -35828472.79227119, -1818.7429347939003, -621.8691513159455, -0.03211145464246999,0.30542715348240773
13756, 13756, 3765051.2162436857, -35829094.35599535, -1818.7750462485428, -621.5637241624631, -0.03209480612617341,0.30542156560072087
13757, 13757, 3763232.409102631, -35829715.61429795, -1818.807141054669, -621.2583025968624, -0.03207815905589786,0.3054159805870474
13758, 13758, 3761413.569883417, -35830336.56718457, -1818.8392192137248, -620.9528866162754, -0.03206151343083063,0.3054103984411306
13759, 13759, 3759594.69860269, -35830957.214660786, -1818.8712807271556, -620.6474762178342, -0.03204486925015903,0.30540481916271256
13760, 13760, 3757775.7952770935, -35831577.556732185, -1818.9033255964057, -620.3420713986715, -0.032028226513070586,0.30539924275153585
13761, 13761, 3755956.8599232705, -35832197.59340434, -1818.9353538229188, -620.03667215592, -0.03201158521875307,0.305393669207344
13762, 13762, 3754137.892557862, -35832817.324682824, -1818.9673654081375, -619.7312784867127, -0.03199494536639431,0.30538809852987947
13763, 13763, 3752318.8931975085, -35833436.75057321, -1818.999360353504, -619.4258903881828, -0.03197830695518233,0.30538253071888516
13764, 13764, 3750499.861858848, -35834055.87108107, -1819.0313386604591, -619.1205078574638, -0.03196166998430538,0.30537696577410467
13765, 13765, 3748680.7985585174, -35834674.68621196, -1819.0633003304436, -618.8151308916897, -0.03194503445295186,0.30537140369528143
13766, 13766, 3746861.7033131523, -35835293.195971444, -1819.0952453648965, -618.5097594879944, -0.031928400360310326,0.30536584448215887
13767, 13767, 3745042.576139387, -35835911.400365084, -1819.1271737652569, -618.2043936435123, -0.03191176770556952,0.3053602881344807
13768, 13768, 3743223.417053854, -35836529.29939844, -1819.1590855329625, -617.8990333553778, -0.03189513648791832,0.30535473465199053
13769, 13769, 3741404.2260731845, -35837146.89307706, -1819.1909806694505, -617.5936786207258, -0.031878506706545795,0.30534918403443234
13770, 13770, 3739585.003214008, -35837764.1814065, -1819.222859176157, -617.2883294366914, -0.03186187836064124,0.3053436362815507
13771, 13771, 3737765.748492954, -35838381.1643923, -1819.2547210545176, -616.9829858004098, -0.031845251449394055,0.3053380913930893
13772, 13772, 3735946.461926648, -35838997.84204001, -1819.286566305967, -616.6776477090167, -0.0318286259719938,0.3053325493687926
