step, time, x, y, vx, vy, ax, ay
5016, 5016, 15613738.853873849, -17181872.327318445, -316.1132220072588, -3975.5926213081907, -0.49732758086547624,0.5472756448187097
5017, 5017, 15613422.243324261, -17185847.37266411, -316.6105495881243, -3975.045345663372, -0.4971421601675712,0.5472092635430672
5018, 5018, 15613105.135632513, -17189821.87080051, -317.10769174829187, -3974.4981363998286, -0.49695683726227347,0.5471428928329447
5019, 5019, 15612787.530983927, -17193795.82179402, -317.6046485855541, -3973.9509935069955, -0.4967716120804373,0.5470765326962865
5020, 5020, 15612469.42956373, -17197769.22571099, -318.1014201976346, -3973.403916974299, -0.49658648455297644,0.547010183141017
5021, 5021, 15612150.831557047, -17201742.082617782, -318.59800668218753, -3972.856906791158, -0.4964014546108642,0.5469438441750416
5022, 5022, 15611831.737148909, -17205714.39258073, -319.0944081367984, -3972.309962946983, -0.4962165221851343,0.5468775158062469
5023, 5023, 15611512.14652425, -17209686.15566616, -319.59062465898353, -3971.763085431177, -0.4960316872068792,0.5468111980424993
5024, 5024, 15611192.059867904, -17213657.371940393, -320.0866563461904, -3971.2162742331343, -0.4958469496072519,0.5467448908916474
5025, 5025, 15610871.477364607, -17217628.041469734, -320.58250329579766, -3970.6695293422426, -0.49566230931746413,0.5466785943615191
5026, 5026, 15610550.399199001, -17221598.164320484, -321.07816560511515, -3970.1228507478813, -0.49547776626878737,0.5466123084599245
5027, 5027, 15610228.82555563, -17225567.740558922, -321.5736433713839, -3969.5762384394216, -0.4952933203925523,0.5465460331946534
5028, 5028, 15609906.756618937, -17229536.77025133, -322.06893669177646, -3969.029692406227, -0.4951089716201491,0.5464797685734776
5029, 5029, 15609584.192573274, -17233505.25346397, -322.5640456633966, -3968.483212637653, -0.49492471988302716,0.5464135146041491
5030, 5030, 15609261.133602891, -17237473.190263093, -323.05897038327964, -3967.9367991230492, -0.4947405651126956,0.5463472712944019
5031, 5031, 15608937.579891942, -17241440.580714945, -323.55371094839234, -3967.3904518517547, -0.49455650724072153,0.5462810386519497
5032, 5032, 15608613.531624487, -17245407.424885757, -324.04826745563304, -3966.8441708131027, -0.49437254619873205,0.5462148166844881
5033, 5033, 15608288.988984484, -17249373.722841755, -324.5426400018318, -3966.2979559964183, -0.4941886819184132,0.5461486053996942
5034, 5034, 15607963.9521558, -17253339.474649146, -325.0368286837502, -3965.7518073910187, -0.49400491433150945,0.546082404805225
5035, 5035, 15607638.421322202, -17257304.68037413, -325.5308335980817, -3965.2057249862137, -0.49382124336982486,0.5460162149087195
5036, 5036, 15607312.396667361, -17261269.340082902, -326.02465484145154, -3964.659708771305, -0.49363766896522165,0.5459500357177978
5037, 5037, 15606985.87837485, -17265233.453841638, -326.51829251041676, -3964.113758735587, -0.4934541910496219,0.5458838672400617
5038, 5038, 15606658.86662815, -17269197.021716505, -327.0117467014664, -3963.5678748683467, -0.4932708095550049,0.5458177094830929
5039, 5039, 15606331.361610638, -17273160.043773662, -327.5050175110214, -3963.022057158864, -0.49308752441341014,0.5457515624544562
5040, 5040, 15606003.363505602, -17277122.52007926, -327.9981050354348, -3962.4763055964095, -0.4929043355569345,0.5456854261616961
5041, 5041, 15605674.87249623, -17281084.45069943, -328.4910093709917, -3961.930620170248, -0.49272124291773384,0.5456193006123391
5042, 5042, 15605345.888765616, -17285045.8357003, -328.9837306139095, -3961.3850008696354, -0.4925382464280232,0.5455531858138937
5043, 5043, 15605016.412496757, -17289006.675147984, -329.4762688603375, -3960.8394476838216, -0.4923553460200745,0.5454870817738483
5044, 5044, 15604686.44387255, -17292966.969108585, -329.96862420635756, -3960.2939606020477, -0.4921725416262202,0.5454209884996751
5045, 5045, 15604355.983075803, -17296926.717648197, -330.4607967479838, -3959.748539613548, -0.491989833178849,0.5453549059988253
5046, 5046, 15604025.030289222, -17300885.920832906, -330.9527865811627, -3959.203184707549, -0.4918072206104088,0.5452888342787332
5047, 5047, 15603693.58569542, -17304844.57872878, -331.44459380177307, -3958.6578958732703, -0.49162470385340573,0.545222773346814
5048, 5048, 15603361.649476914, -17308802.69140188, -331.93621850562647, -3958.1126730999235, -0.49144228284040387,0.5451567232104647
5049, 5049, 15603029.221816124, -17312760.258918256, -332.4276607884669, -3957.5675163767132, -0.49125995750402573,0.5450906838770642
5050, 5050, 15602696.302895378, -17316717.281343948, -332.9189207459709, -3957.0224256928364, -0.49107772777695113,0.5450246553539722
5051, 5051, 15602362.892896904, -17320673.758744985, -333.40999847374786, -3956.477401037482, -0.49089559359191876,0.544958637648531
5052, 5052, 15602028.992002835, -17324629.691187385, -333.9008940673398, -3955.9324423998337, -0.4907135548817241,0.5448926307680638
5053, 5053, 15601694.600395214, -17328585.078737155, -334.3916076222215, -3955.3875497690656, -0.49053161157922165,0.5448266347198764
5054, 5054, 15601359.71825598, -17332539.92146029, -334.88213923380073, -3954.8427231343458, -0.4903497636173229,0.5447606495112555
5055, 5055, 15601024.345766982, -17336494.219422773, -335.37248899741803, -3954.2979624848344, -0.4901680109289978,0.5446946751494706
5056, 5056, 15600688.483109973, -17340447.972690582, -335.862657008347, -3953.753267809685, -0.48998635344727265,0.5446287116417716
5057, 5057, 15600352.130466612, -17344401.18132968, -336.35264336179426, -3953.208639098043, -0.48980479110523306,0.5445627589953921
5058, 5058, 15600015.28801846, -17348353.84540602, -336.8424481528995, -3952.664076339048, -0.48962332383602075,0.5444968172175458
5059, 5059, 15599677.955946982, -17352305.96498554, -337.33207147673556, -3952.1195795218305, -0.4894419515728359,0.5444308863154295
5060, 5060, 15599340.134433554, -17356257.540134173, -337.8215134283084, -3951.5751486355152, -0.4892606742489358,0.5443649662962218
5061, 5061, 15599001.823659452, -17360208.57091784, -338.31077410255733, -3951.030783669219, -0.489079491797635,0.5442990571670828
5062, 5062, 15598663.023805857, -17364159.057402454, -338.79985359435494, -3950.486484612052, -0.4888984041523051,0.5442331589351548
5063, 5063, 15598323.735053858, -17368108.999653906, -339.2887519985072, -3949.942251453117, -0.4887174112463762,0.5441672716075627
5064, 5064, 15597983.957584448, -17372058.397738088, -339.7774694097536, -3949.3980841815096, -0.4885365130133339,0.5441013951914125
5065, 5065, 15597643.691578526, -17376007.251720876, -340.26600592276696, -3948.8539827863183, -0.4883557093867224,0.5440355296937935
5066, 5066, 15597302.937216895, -17379955.56166813, -340.7543616321537, -3948.3099472566246, -0.488175000300142,0.5439696751217759
5067, 5067, 15596961.694680262, -17383903.32764571, -341.24253663245383, -3947.7659775815027, -0.4879943856872508,0.543903831482413
5068, 5068, 15596619.964149244, -17387850.54971946, -341.7305310181411, -3947.22207375002, -0.48781386548176325,0.5438379987827399
5069, 5069, 15596277.74580436, -17391797.22795521, -342.2183448836229, -3946.6782357512375, -0.48763343961745126,0.543772177029774
5070, 5070, 15595935.039826037, -17395743.362418786, -342.70597832324034, -3946.1344635742075, -0.48745310802814273,0.5437063662305146
5071, 5071, 15595591.846394606, -17399688.953175995, -343.1934314312685, -3945.590757207977, -0.48727287064772384,0.5436405663919446
5072, 5072, 15595248.165690305, -17403634.000292636, -343.6807043019162, -3945.047116641585, -0.4870927274101358,0.543574777521027
5073, 5073, 15594903.997893276, -17407578.5038345, -344.1677970293263, -3944.503541864064, -0.4869126782493783,0.5435089996247098
5074, 5074, 15594559.343183568, -17411522.463867366, -344.6547097075757, -3943.960032864439, -0.48673272309950594,0.5434432327099211
5075, 5075, 15594214.201741137, -17415465.880457, -345.1414424306752, -3943.4165896317295, -0.48655286189463115,0.5433774767835727
5076, 5076, 15593868.573745845, -17419408.753669154, -345.62799529256984, -3942.873212154946, -0.4863730945689223,0.5433117318525584
5077, 5077, 15593522.459377458, -17423351.08356958, -346.11436838713877, -3942.3299004230935, -0.4861934210566044,0.5432459979237547
5078, 5078, 15593175.85881565, -17427292.870224003, -346.6005618081954, -3941.7866544251697, -0.48601384129195896,0.5431802750040203
5079, 5079, 15592828.77224, -17431234.113698155, -347.0865756494873, -3941.2434741501656, -0.48583435520932333,0.5431145631001967
5080, 5080, 15592481.199829996, -17435174.81405774, -347.5724100046966, -3940.7003595870656, -0.4856549627430921,0.543048862219108
5081, 5081, 15592133.141765028, -17439114.971368466, -348.0580649674397, -3940.1573107248464, -0.48547566382771534,0.5429831723675607
5082, 5082, 15591784.598224398, -17443054.58569602, -348.54354063126743, -3939.6143275524787, -0.48529645839769914,0.5429174935523435
5083, 5083, 15591435.569387307, -17446993.65710608, -349.02883708966516, -3939.071410058926, -0.4851173463876067,0.5428518257802292
5084, 5084, 15591086.055432871, -17450932.18566431, -349.51395443605276, -3938.5285582331458, -0.48493832773205653,0.5427861690579718
5085, 5085, 15590736.056540107, -17454870.171436377, -349.9988927637848, -3937.985772064088, -0.4847594023657227,0.5427205233923081
5086, 5086, 15590385.57288794, -17458807.614487916, -350.48365216615053, -3937.4430515406957, -0.48458057022333667,0.542654888789959
5087, 5087, 15590034.604655204, -17462744.51488457, -350.96823273637386, -3936.900396651906, -0.4844018312396849,0.5425892652576271
5088, 5088, 15589683.152020637, -17466680.872691955, -351.45263456761353, -3936.3578073866483, -0.48422318534960923,0.5425236528019973
5089, 5089, 15589331.215162884, -17470616.68797569, -351.93685775296314, -3935.815283733846, -0.484044632488008,0.5424580514297382
5090, 5090, 15588978.794260498, -17474551.96080137, -352.42090238545114, -3935.2728256824166, -0.48386617258983583,0.5423924611475021
5091, 5091, 15588625.88949194, -17478486.691234592, -352.904768558041, -3934.7304332212693, -0.48368780559010166,0.542326881961922
5092, 5092, 15588272.501035577, -17482420.87934093, -353.38845636363106, -3934.1881063393075, -0.4835095314238707,0.5422613138796152
5093, 5093, 15587918.629069682, -17486354.525185958, -353.8719658950549, -3933.645845025428, -0.4833313500262641,0.5421957569071821
5094, 5094, 15587564.273772437, -17490287.628835227, -354.3552972450812, -3933.1036492685207, -0.4831532613324579,0.5421302110512054
5095, 5095, 15587209.43532193, -17494220.190354284, -354.83845050641366, -3932.5615190574695, -0.4829752652776842,0.5420646763182515
5096, 5096, 15586854.11389616, -17498152.209808666, -355.32142577169134, -3932.0194543811513, -0.48279736179722965,0.541999152714869
5097, 5097, 15586498.309673026, -17502083.687263895, -355.80422313348856, -3931.4774552284366, -0.48261955082643726,0.5419336402475903
5098, 5098, 15586142.022830341, -17506014.622785483, -356.286842684315, -3930.935521588189, -0.4824418323007045,0.5418681389229304
5099, 5099, 15585785.253545824, -17509945.01643893, -356.7692845166157, -3930.3936534492664, -0.4822642061554846,0.5418026487473878
5100, 5100, 15585428.001997102, -17513874.86828973, -357.2515487227712, -3929.851850800519, -0.482086672326286,0.5417371697274442
5101, 5101, 15585070.268361706, -17517804.178403363, -357.73363539509745, -3929.3101136307914, -0.48190923074867154,0.541671701869564
5102, 5102, 15584712.05281708, -17521732.946845293, -358.2155446258461, -3928.7684419289217, -0.4817318813582599,0.5416062451801952
5103, 5103, 15584353.355540574, -17525661.173680976, -358.6972765072044, -3928.2268356837417, -0.48155462409072464,0.5415407996657688
5104, 5104, 15583994.176709441, -17529588.85897586, -359.1788311312951, -3927.685294884076, -0.48137745888179423,0.5414753653326998
5105, 5105, 15583634.516500851, -17533516.00279538, -359.6602085901769, -3927.1438195187434, -0.4812003856672513,0.5414099421873847
5106, 5106, 15583274.375091875, -17537442.605204955, -360.1414089758442, -3926.602409576556, -0.48102340438293484,0.5413445302362058
5107, 5107, 15582913.752659494, -17541368.666270003, -360.6224323802271, -3926.06106504632, -0.4808465149647373,0.5412791294855267
5108, 5108, 15582552.649380598, -17545294.18605592, -361.10327889519186, -3925.5197859168343, -0.4806697173486067,0.5412137399416956
5109, 5109, 15582191.065431986, -17549219.1646281, -361.5839486125405, -3924.9785721768926, -0.48049301147054485,0.5411483616110432
5110, 5110, 15581829.000990363, -17553143.602051914, -362.06444162401107, -3924.4374238152814, -0.4803163972666095,0.5410829944998847
5111, 5111, 15581466.456232341, -17557067.498392735, -362.5447580212777, -3923.8963408207815, -0.4801398746729119,0.541017638614518
5112, 5112, 15581103.431334445, -17560990.853715915, -363.0248978959506, -3923.355323182167, -0.4799634436256179,0.5409522939612242
5113, 5113, 15580739.926473105, -17564913.668086804, -363.50486133957617, -3922.8143708882058, -0.4797871040609484,0.5408869605462691
5114, 5114, 15580375.941824662, -17568835.941570733, -363.9846484436371, -3922.2734839276595, -0.47961085591517805,0.5408216383759008
5115, 5115, 15580011.477565361, -17572757.674233023, -364.4642592995523, -3921.732662289284, -0.4794346991246365,0.5407563274563519
5116, 5116, 15579646.533871362, -17576678.866138984, -364.9436939986769, -3921.1919059618276, -0.47925863362570764,0.5406910277938386
5117, 5117, 15579281.11091873, -17580599.51735392, -365.4229526323026, -3920.6512149340338, -0.47908265935482885,0.5406257393945597
5118, 5118, 15578915.208883438, -17584519.627943113, -365.90203529165746, -3920.110589194639, -0.47890677624849226,0.5405604622646984
5119, 5119, 15578548.827941371, -17588439.197971847, -366.38094206790595, -3919.5700287323743, -0.4787309842432445,0.5404951964104222
5120, 5120, 15578181.968268318, -17592358.227505382, -366.8596730521492, -3919.0295335359638, -0.47855528327568536,0.540429941837881
5121, 5121, 15577814.630039982, -17596276.716608975, -367.3382283354249, -3918.489103594126, -0.47837967328246994,0.5403646985532097
5122, 5122, 15577446.813431975, -17600194.66534787, -367.81660800870736, -3917.9487388955727, -0.4782041542003058,0.5402994665625258
5123, 5123, 15577078.518619811, -17604112.073787298, -368.29481216290765, -3917.4084394290103, -0.4780287259659556,0.5402342458719316
5124, 5124, 15576709.745778922, -17608028.94199248, -368.7728408888736, -3916.8682051831383, -0.47785338851623554,0.5401690364875129
5125, 5125, 15576340.495084645, -17611945.27002863, -369.2506942773898, -3916.328036146651, -0.4776781417880153,0.5401038384153392
5126, 5126, 15575970.766712226, -17615861.057960935, -369.72837241917784, -3915.7879323082357, -0.4775029857182189,0.5400386516614639
5127, 5127, 15575600.560836822, -17619776.305854592, -370.20587540489606, -3915.247893656574, -0.47732792024382353,0.5399734762319246
5128, 5128, 15575229.877633497, -17623691.01377477, -370.6832033251399, -3914.707920180342, -0.4771529453018605,0.5399083121327425
5129, 5129, 15574858.717277227, -17627605.181786638, -371.16035627044175, -3914.1680118682093, -0.4769780608294144,0.5398431593699232
5130, 5130, 15574487.079942895, -17631518.809955347, -371.6373343312712, -3913.6281687088394, -0.4768032667636232,0.5397780179494556
5131, 5131, 15574114.965805298, -17635431.898346037, -372.1141375980348, -3913.08839069089, -0.47662856304167917,0.5397128878773134
5132, 5132, 15573742.375039136, -17639344.44702384, -372.5907661610765, -3912.5486778030127, -0.4764539496008269,0.5396477691594537
5133, 5133, 15573369.307819026, -17643256.45605387, -373.06722011067734, -3912.0090300338534, -0.4762794263783655,0.5395826618018185
5134, 5134, 15572995.764319489, -17647167.925501242, -373.5434995370557, -3911.4694473720515, -0.4761049933116469,0.5395175658103332
5135, 5135, 15572621.744714959, -17651078.85543105, -374.01960453036736, -3910.929929806241, -0.47593065033807563,0.5394524811909069
5136, 5136, 15572247.249179779, -17654989.245908376, -374.4955351807054, -3910.39047732505, -0.4757563973951109,0.5393874079494346
5137, 5137, 15571872.277888201, -17658899.096998293, -374.97129157810053, -3909.8510899171006, -0.4755822344202637,0.5393223460917935
5138, 5138, 15571496.83101439, -17662808.408765864, -375.4468738125208, -3909.3117675710087, -0.47540816135109926,0.5392572956238464
5139, 5139, 15571120.908732416, -17666717.18127614, -375.92228197387186, -3908.772510275385, -0.47523417812523505,0.5391922565514397
5140, 5140, 15570744.511216264, -17670625.41459416, -376.3975161519971, -3908.2333180188334, -0.47506028468034206,0.5391272288804042
5141, 5141, 15570367.638639828, -17674533.108784948, -376.87257643667743, -3907.694190789953, -0.47488648095414415,0.5390622126165552
5142, 5142, 15569990.291176911, -17678440.263913523, -377.34746291763156, -3907.1551285773367, -0.47471276688441805,0.538997207765692
5143, 5143, 15569612.469001226, -17682346.880044892, -377.82217568451597, -3906.616131369571, -0.474539142408993,0.5389322143335985
5144, 5144, 15569234.172286399, -17686252.957244046, -378.296714826925, -3906.0771991552374, -0.4743656074657518,0.5388672323260428
5145, 5145, 15568855.401205964, -17690158.49557597, -378.77108043439074, -3905.5383319229113, -0.47419216199262915,0.5388022617487775
5146, 5146, 15568476.155933367, -17694063.495105628, -379.24527259638336, -3904.9995296611623, -0.4740188059276133,0.5387373026075398
5147, 5147, 15568096.436641965, -17697967.955897987, -379.71929140231094, -3904.460792358555, -0.4738455392087445,0.5386723549080509
5148, 5148, 15567716.243505023, -17701871.87801799, -380.1931369415197, -3903.922120003647, -0.4736723617741158,0.5386074186560169
5149, 5149, 15567335.57669572, -17705775.261530578, -380.6668093032938, -3903.383512584991, -0.47349927356187305,0.5385424938571285
5150, 5150, 15566954.436387142, -17709678.10650067, -381.14030857685566, -3902.8449700911337, -0.47332627451021414,0.5384775805170603
5151, 5151, 15566572.822752291, -17713580.41299318, -381.6136348513659, -3902.306492510617, -0.4731533645573898,0.5384126786414721
5152, 5152, 15566190.735964075, -17717482.181073014, -382.08678821592326, -3901.7680798319752, -0.4729805436417033,0.5383477882360085
5153, 5153, 15565808.176195316, -17721383.410805058, -382.559768759565, -3901.229732043739, -0.4728078117015092,0.5382829093062974
5154, 5154, 15565425.143618744, -17725284.102254193, -383.0325765712665, -3900.691449134433, -0.47263516867521577,0.5382180418579533
5155, 5155, 15565041.638407003, -17729184.255485285, -383.50521173994167, -3900.153231092575, -0.4724626145012826,0.5381531858965736
5156, 5156, 15564657.66073265, -17733083.87056319, -383.97767435444297, -3899.6150779066784, -0.4722901491182216,0.5380883414277413
5157, 5157, 15564273.210768146, -17736982.947552755, -384.4499645035612, -3899.0769895652506, -0.47211777246459685,0.538023508457024
5158, 5158, 15563888.288685871, -17740881.48651881, -384.9220822760258, -3898.5389660567935, -0.47194548447902496,0.5379586869899741
5159, 5159, 15563502.894658111, -17744779.487526182, -385.3940277605048, -3898.0010073698036, -0.47177328510017374,0.5378938770321284
5160, 5160, 15563117.028857065, -17748676.950639676, -385.865801045605, -3897.4631134927713, -0.47160117426676357,0.5378290785890091
5161, 5161, 15562730.691454846, -17752573.87592409, -386.33740221987176, -3896.9252844141824, -0.4714291519175667,0.5377642916661227
5162, 5162, 15562343.882623475, -17756470.263444215, -386.8088313717893, -3896.3875201225164, -0.4712572179914068,0.5376995162689607
5163, 5163, 15561956.602534885, -17760366.11326482, -387.28008858978075, -3895.8498206062472, -0.47108537242716025,0.5376347524030001
5164, 5164, 15561568.851360923, -17764261.425450675, -387.75117396220793, -3895.3121858538443, -0.47091361516375413,0.5375700000737015
5165, 5165, 15561180.629273346, -17768156.20006653, -388.22208757737167, -3894.7746158537707, -0.4707419461401683,0.5375052592865118
5166, 5166, 15560791.936443822, -17772050.437177125, -388.6928295235118, -3894.237110594484, -0.4705703652954331,0.5374405300468619
5167, 5167, 15560402.773043934, -17775944.13684719, -389.16339988880725, -3893.699670064437, -0.4703988725686315,0.537375812360168
5168, 5168, 15560013.139245173, -17779837.299141444, -389.6337987613759, -3893.162294252077, -0.4702274678988979,0.5373111062318318
5169, 5169, 15559623.035218943, -17783729.92412459, -390.1040262292748, -3892.6249831458454, -0.47005615122541755,0.5372464116672391
5170, 5170, 15559232.461136563, -17787622.011861324, -390.5740823805002, -3892.087736734178, -0.4698849224874277,0.5371817286717613
5171, 5171, 15558841.41716926, -17791513.56241633, -391.04396730298765, -3891.5505550055063, -0.46971378162421695,0.537117057250755
5172, 5172, 15558449.903488176, -17795404.57585428, -391.51368108461185, -3891.0134379482556, -0.4695427285751254,0.5370523974095618
5173, 5173, 15558057.920264363, -17799295.05223983, -391.98322381318695, -3890.476385550846, -0.46937176327954394,0.5369877491535082
5174, 5174, 15557665.467668787, -17803184.991637632, -392.4525955764665, -3889.9393978016924, -0.4692008856769156,0.5369231124879066
5175, 5175, 15557272.545872325, -17807074.394112322, -392.9217964621434, -3889.4024746892046, -0.4690300957067332,0.5368584874180531
5176, 5176, 15556879.155045766, -17810963.259728525, -393.3908265578501, -3888.8656162017865, -0.46885939330854226,0.5367938739492307
5177, 5177, 15556485.295359815, -17814851.588550854, -393.85968595115867, -3888.3288223278373, -0.4686887784219384,0.5367292720867066
5178, 5178, 15556090.966985084, -17818739.38064391, -394.3283747295806, -3887.7920930557507, -0.4685182509865689,0.5366646818357338
5179, 5179, 15555696.170092104, -17822626.636072285, -394.7968929805672, -3887.255428373915, -0.46834781094213157,0.5366001032015502
5180, 5180, 15555300.904851312, -17826513.354900558, -395.2652407915093, -3886.7188282707134, -0.4681774582283756,0.5365355361893792
5181, 5181, 15554905.171433061, -17830399.53719329, -395.73341824973767, -3886.182292734524, -0.4680071927851006,0.5364709808044297
5182, 5182, 15554508.970007619, -17834285.183015045, -396.20142544252275, -3885.6458217537192, -0.4678370145521575,0.5364064370518955
5183, 5183, 15554112.300745161, -17838170.29243036, -396.6692624570749, -3885.1094153166673, -0.46766692346944777,0.5363419049369564
5184, 5184, 15553715.163815781, -17842054.865503773, -397.13692938054436, -3884.5730734117305, -0.46749691947692323,0.5362773844647767
5185, 5185, 15553317.559389481, -17845938.9022998, -397.60442630002126, -3884.0367960272656, -0.4673270025145877,0.5362128756405077
5186, 5186, 15552919.487636179, -17849822.402882952, -398.07175330253585, -3883.500583151625, -0.4671571725224938,0.5361483784692841
5187, 5187, 15552520.948725704, -17853705.367317725, -398.53891047505834, -3882.964434773156, -0.46698742944074695,0.5360838929562285
5188, 5188, 15552121.9428278, -17857587.795668606, -399.0058979044991, -3882.4283508801996, -0.46681777320950096,0.5360194191064467
5189, 5189, 15551722.470112123, -17861469.688000068, -399.4727156777086, -3881.892331461093, -0.46664820376896143,0.5359549569250313
5190, 5190, 15551322.53074824, -17865351.04437657, -399.93936388147756, -3881.3563765041677, -0.4664787210593842,0.5358905064170605
5191, 5191, 15550922.124905638, -17869231.86486257, -400.40584260253695, -3880.8204859977504, -0.46630932502107536,0.5358260675875977
5192, 5192, 15550521.25275371, -17873112.1495225, -400.87215192755804, -3880.284659930163, -0.4661400155943917,0.5357616404416924
5193, 5193, 15550119.914461767, -17876991.89842079, -401.33829194315246, -3879.748898289721, -0.4659707927197392,0.5356972249843786
5194, 5194, 15549718.110199032, -17880871.111621853, -401.8042627358722, -3879.213201064737, -0.4658016563375756,0.5356328212206772
5195, 5195, 15549315.84013464, -17884749.789190095, -402.2700643922098, -3878.6775682435164, -0.46563260638840814,0.5355684291555949
5196, 5196, 15548913.10443764, -17888627.93118991, -402.7356969985982, -3878.1419998143606, -0.4654636428127939,0.5355040487941227
5197, 5197, 15548509.903276999, -17892505.537685674, -403.201160641411, -3877.6064957655663, -0.4652947655513407,0.5354396801412388
5198, 5198, 15548106.236821592, -17896382.60874176, -403.6664554069623, -3877.071056085425, -0.4651259745447058,0.5353753232019063
5199, 5199, 15547702.10524021, -17900259.144422524, -404.13158138150703, -3876.535680762223, -0.46495726973359686,0.5353109779810744
5200, 5200, 15547297.50870156, -17904135.144792307, -404.5965386512406, -3876.0003697842417, -0.46478865105877154,0.5352466444836782
5201, 5201, 15546892.447374256, -17908010.609915446, -405.0613273022994, -3875.465123139758, -0.4646201184610371,0.5351823227146384
5202, 5202, 15546486.921426836, -17911885.539856263, -405.5259474207604, -3874.929940817043, -0.4644516718812509,0.5351180126788617
5203, 5203, 15546080.931027744, -17915759.93467907, -405.99039909264167, -3874.394822804364, -0.4642833112603202,0.535053714381241
5204, 5204, 15545674.47634534, -17919633.79444816, -406.454682403902, -3873.859769089983, -0.46411503653920144,0.5349894278266543
5205, 5205, 15545267.557547899, -17923507.119227823, -406.9187974404412, -3873.3247796621563, -0.46394684765890165,0.5349251530199665
5206, 5206, 15544860.17480361, -17927379.90908233, -407.3827442881001, -3872.789854509136, -0.4637787445604766,0.5348608899660273
5207, 5207, 15544452.328280577, -17931252.16407595, -407.8465230326606, -3872.25499361917, -0.4636107271850325,0.5347966386696738
5208, 5208, 15544044.018146819, -17935123.88427293, -408.31013375984566, -3871.7201969805, -0.46344279547372463,0.5347323991357282
5209, 5209, 15543635.244570263, -17938995.06973751, -408.7735765553194, -3871.185464581364, -0.4632749493677579,0.5346681713689989
5210, 5210, 15543226.007718759, -17942865.72053392, -409.23685150468714, -3870.650796409995, -0.4631071888083867,0.5346039553742802
5211, 5211, 15542816.307760065, -17946735.836726375, -409.69995869349555, -3870.116192454621, -0.46293951373691433,0.5345397511563524
5212, 5212, 15542406.144861858, -17950605.41837908, -410.16289820723244, -3869.5816527034644, -0.4627719240946947,0.534475558719983
5213, 5213, 15541995.519191727, -17954474.465556223, -410.6256701313271, -3869.0471771447446, -0.4626044198231297,0.5344113780699239
5214, 5214, 15541584.430917175, -17958342.978321988, -411.0882745511503, -3868.512765766675, -0.4624370008636718,0.5343472092109149
5215, 5215, 15541172.880205624, -17962210.956740547, -411.5507115520139, -3867.978418557464, -0.4622696671578211,0.5342830521476806
5216, 5216, 15540760.867224405, -17966078.400876053, -412.01298121917176, -3867.4441355053164, -0.4621024186471281,0.5342189068849321
5217, 5217, 15540348.392140767, -17969945.31079265, -412.4750836378189, -3866.909916598431, -0.4619352552731921,0.5341547734273675
5218, 5218, 15539935.455121873, -17973811.686554477, -412.9370188930921, -3866.375761825004, -0.4617681769776617,0.5340906517796705
5219, 5219, 15539522.056334803, -17977677.52822565, -413.3987870700698, -3865.8416711732243, -0.4616011837022341,0.5340265419465111
5220, 5220, 15539108.19594655, -17981542.83587028, -413.860388253772, -3865.307644631278, -0.461434275388655,0.5339624439325452
5221, 5221, 15538693.87412402, -17985407.60955247, -414.32182252916067, -3864.7736821873455, -0.4612674519787202,0.5338983577424159
5222, 5222, 15538279.09103404, -17989271.8493363, -414.78308998113937, -3864.239783829603, -0.4611007134142742,0.5338342833807526
5223, 5223, 15537863.846843345, -17993135.555285845, -415.24419069455365, -3863.705949546222, -0.46093405963720946,0.53377022085217
5224, 5224, 15537448.14171859, -17996998.72746517, -415.7051247541909, -3863.17217932537, -0.4607674905894679,0.5337061701612703
5225, 5225, 15537031.975826345, -18000861.36593833, -416.16589224478037, -3862.638473155209, -0.46060100621303984,0.5336421313126413
5226, 5226, 15536615.349333094, -18004723.470769353, -416.6264932509934, -3862.104831023896, -0.4604346064499651,0.5335781043108584
5227, 5227, 15536198.262405237, -18008585.042022273, -417.08692785744336, -3861.5712529195853, -0.4602682912423309,0.5335140891604818
5228, 5228, 15535780.71520909, -18012446.079761103, -417.5471961486857, -3861.0377388304246, -0.460102060532274,0.5334500858660598
5229, 5229, 15535362.70791088, -18016306.584049847, -418.007298209218, -3860.5042887445584, -0.4599359142619791,0.5333860944321259
5230, 5230, 15534944.240676757, -18020166.5549525, -418.46723412347995, -3859.9709026501264, -0.4597698523736802,0.5333221148632015
5231, 5231, 15534525.313672781, -18024025.992533036, -418.9270039758536, -3859.4375805352634, -0.4596038748096584,0.5332581471637927
5232, 5232, 15534105.927064931, -18027884.896855425, -419.38660785066327, -3858.9043223880994, -0.45943798151224474,0.533194191338394
5233, 5233, 15533686.081019098, -18031743.267983623, -419.8460458321755, -3858.371128196761, -0.45927217242381774,0.5331302473914856
5234, 5234, 15533265.775701093, -18035601.105981573, -420.3053180045993, -3857.8379979493698, -0.4591064474868042,0.5330663153275345
5235, 5235, 15532845.01127664, -18039458.410913207, -420.76442445208613, -3857.304931634042, -0.45894080664367987,0.5330023951509942
5236, 5236, 15532423.787911382, -18043315.182842445, -421.2233652587298, -3856.771929238891, -0.4587752498369678,0.5329384868663053
5237, 5237, 15532002.105770873, -18047171.421833195, -421.68214050856676, -3856.2389907520246, -0.45860977700923966,0.5328745904778942
5238, 5238, 15531579.965020588, -18051027.127949357, -422.140750285576, -3855.7061161615466, -0.4584443881031153,0.532810705990175
5239, 5239, 15531157.365825914, -18054882.301254813, -422.5991946736791, -3855.1733054555566, -0.45827908306126264,0.5327468334075484
